ラベル用備考,ラベル発行枚数,リテスト延長使用期限,リテスト試験日数,使用剤形,使用期限表示,保障期間,公差使用,分類,単価,原料ID,原料コード,原料区分,原料名,原料簿コード（サブ）,原料簿コード（メイン）,原産国表示,受入試験後使用期限,品質管理備考,商品名,商品名カナ,在庫単位（係数）,変更申請／変更指示,差分警告割合,正袋秤量,正袋重量,生産本部備考,画像パス,発注単位,荷姿,補正情報,製造所,規格,調達区分,販売者,風袋重量,,
,2 枚,12 ヵ月,14 日,軟膏,表示なし,―,する,その他,"13,500",369,A6125,通常,パルミチン酸デキストリン,（未設定）,438 : レオパール　KL2 ／ 薬添規 ／ 千葉製粉 ／ 日本バルク薬品㈱,,12 ヵ月,,レオパール KL2,ﾚｵﾊﾟｰﾙ ｹｰｴﾙﾂｰ,g（1）,,1％,可能,10kg,一般名:パルミチン酸デキストリン,images\369.jpg,kg,10kg,,千葉製粉㈱,薬添規,購買,日本バルク薬品㈱,0.125kg,,
,1 枚,12 ヵ月,14 日,錠剤,使用期限,―,する,その他,430,370,A6112,通常,バレイショデンプン,（未設定）,293 : バレイショデンプン ／ 日局 ／ 日澱化学㈱ ／ イワキ㈱,,12 ヵ月,16局第二追補未対応,バレイショデンプン ST-P,ﾊﾞﾚｲｼﾖﾃﾞﾝﾌﾟﾝ STｰP,g（1）,,1％,可能,25kg,,images\370.jpg,kg,25kg,,日澱化学㈱,日局,購買,スペラネクサス㈱,0.3kg,,
,1 枚,12 ヵ月,14 日,液剤,リテスト,,する,その他,0,371,F0185,通常,トレハロース,（未設定）,（未設定）,,12 ヵ月,,トレハ(トレハロース),ﾄﾚﾊ.ﾄﾚﾊﾛｰｽ.,g（1）,,1％,可能,20kg,,images\371.jpg,kg,20kg,,ナガセヴィータ㈱,食添,支給,日本製薬工業㈱,0.166kg,,
,2 枚,12 ヵ月,14 日,錠剤,使用期限,―,する,主薬,"9,140",372,A6123,補正対象,パントテン酸カルシウム,（未設定）,298 : パントテン酸カルシウム　タイプS ／ 別紙規格 ／ 富士化学工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,パントテン酸カルシウム タイプS,ﾊﾟﾝﾄﾃﾝｻﾝｶﾙｼｳﾑ ﾀｲﾌﾟｴｽ,g（1）,,1％,可能,10kg,,images\372.jpg,kg,10kg,"乾燥減量**%,パントテン酸カルシウム含量（乾燥物換算）%",富士化学工業㈱,別紙規格,購買,日本バルク薬品㈱,0.155kg,,
,2 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,"8,100",373,F0113,通常,パントテン酸カルシウム,（未設定）,297 : パントテン酸カルシウム ／ 食添 ／ 協和ファーマケミカル㈱ ／ 日本バルク薬品㈱,,12 ヵ月,BASF製造→第一ファイン小分け、2015/10/1より第一ファインケミカルから社名変更,パントテン酸カルシウム,ﾊﾟﾝﾄﾃﾝｻﾝｶﾙｼｳﾑ,g（1）,,1％,可能,1kg,1kg×2が最小発注数量,images\373.jpg,kg,1kg,,協和ファーマケミカル㈱,食添,購買,日本バルク薬品㈱,0.005kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,その他,"13,000",376,B6205,通常,ピーチフレーバー FL89106,（未設定）,429 : ピーチフレーバーFL-89106 ／  ／ 小川香料㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ピーチフレーバー FL89106,ﾋﾟｰﾁﾌﾚｰﾊﾞｰ ｴﾌｴﾙﾊﾁｷﾕｳｲﾁｾﾞﾛﾛｸ,g（1）,,1％,可能,1kg,【比重】規格:0.930～0.950、規格中央値:0.940,,kg,1kg,,小川香料㈱,香料,購買,日本バルク薬品㈱,0.63kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"7,000",377,B6204,通常,ピーチフレーバー M-10063,（未設定）,428 : ピーチフレーバーM-10063 ／  ／ 高砂香料工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ピーチフレーバー M-10063,ﾋﾟｰﾁﾌﾚｰﾊﾞｰ ｴﾑｲﾁｾﾞﾛｾﾞﾛﾛｸｻﾝ,g（1）,,1％,可能,1kg,【比重】規格:0.805～0.825、規格中央値:0.815,images\377.jpg,kg,1kg,,高砂香料工業㈱,香料,購買,日本バルク薬品㈱,0.08kg,,
,1 枚,12 ヵ月,14 日,坐剤,使用期限,―,する,主薬,"28,000",378,A6207,通常,ビサコジル,（未設定）,301 : ビサコジル ／ 日局 ／ Erregierre SPA ／ 日本バルク薬品㈱,,12 ヵ月,,ビサコジル(Erregierre),ﾋﾞｻｺｼﾞﾙ.ｴﾚｼﾞｴｰﾙ.,g（1）,,1％,可能,10kg,【21-051】L&Aセンター開設による製造所追加品になる。(済),,kg,10kg,,ERREGIERRE,日局,購買,日本バルク薬品㈱,2.45kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"7,700",379,F0156,通常,ビターエッセンス #5399,（未設定）,473 : ビターエッセンス#5399 ／ 食添 ／ 高田香料 ／ 日本バルク薬品㈱,,12 ヵ月,,ビターエッセンス #5399,ﾋﾞﾀｰｴﾂｾﾝｽ ﾅﾝﾊﾞｰｺﾞｻﾝｷﾕｳｷﾕｳ,g（1）,,1％,可能,1kg,【比重】規格:0.906～0.926、実績平均値:0.916終売,images\379.jpg,kg,1kg,,高田香料㈱,香料,購買,日本バルク薬品㈱,0.08kg,,
,2 枚,12 ヵ月,14 日,液剤/錠剤,使用期限,―,する,主薬,"2,100",38,A1110,通常,アセトアミノフェン,（未設定）,008 : アセトアミノフェン（結晶）　　　液剤 ／ 日局 ／ 八代製薬㈱ ／ 日本バルク薬品㈱,,12 ヵ月,劇物,アセトアミノフェンS,ｱｾﾄｱﾐﾉﾌｴﾝｴｽ,g（1）,,1％,可能,10kg,,images\38.jpg,kg,10kg,,八代製薬㈱,日局,購買,日本バルク薬品㈱,0.095kg,,
,2 枚,12 ヵ月,14 日,錠剤/坐剤,表示なし,―,する,その他,"5,340",382,A6205,通常,ヒドロキシプロピルセルロース,（未設定）,309 : HPC-L　（＝ヒドロキシプロピルセルロース-L） ／ 日局 ／ 日本曹達㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,HPC-L,ｴｲﾁﾋﾟｰｼｰｴﾙ,g（1）,,1％,可能,10kg,原産国:日本,images\382.jpg,kg,10kg,,日本曹達㈱,日局,購買,日本バルク薬品㈱,0.175kg,,
,1 枚,12 ヵ月,14 日,錠剤,使用期限,メーカー保証3年,する,その他,"5,880",384,A2608,通常,ヒドロキシプロピルメチルセルローズ,（未設定）,308 : ＴＣ-5Ｒ　（＝ヒドロキシプロピルセルロース） ／ 日局 ／ 信越化学工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,TC-5 品種:R,ﾃｲｰｼｰｺﾞ ﾋﾝｼﾕｱｰﾙ,g（1）,【変更21-273】信越化学工業株式会社から納品されるTC-5Rの原料となるパルプの購入先の追加2023年04月メーカー製造分より(製造番号 304XXXXより)【変更23-017】信越化学工業株式会社から納品されるセルロース製品の試験成績書の変更,1％,可能,25kg,月末またぎの出荷が出来ない。中1日かかる。,images\384.jpg,kg,25kg,,信越化学工業㈱,日局,購買,日本バルク薬品㈱,2.91kg,,
,1 枚,12 ヵ月,14 日,坐剤/軟膏,リテスト,―,する,主薬,"182,000",386,A3105,通常,ヒドロコルチゾン酢酸エステル,（未設定）,311 : ヒドロコルチゾン 酢酸エステル ／ 日局 ／ Henan Lihua Pharmaceutical ／ ATM（株）,,12 ヵ月,,ヒドロコルチゾン酢酸エステル,ﾋﾄﾞﾛｺﾙﾁｿﾞﾝｻｸｻﾝｴｽﾃﾙ,g（1）,,1％,可能,5kg,,images\386.jpg,kg,5kg,,Henan Lihua,日局,購買,ATM㈱,0.155kg,,
,1 枚,12 ヵ月,14 日,外用剤/軟膏,表示なし,―,する,主薬,"375,000",387,A6209,通常,ヒノキチオール,（未設定）,312 : ヒノキチオール ／ ？医薬・粧原規 ／ ㈱高砂ケミカル ／ 日本バルク薬品㈱,,12 ヵ月,粧原基廃止→外原規,ヒノキチオール,ﾋﾉｷﾁｵｰﾙ,g（1）,,1％,可能,0.5kg,g単価=375円,images\387.jpg,g,500g,,㈱高砂ケミカル,外原規,購買,日本バルク薬品㈱,0.4352kg,,
,2 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"10,000",388,K0022,通常,ヒハツ末,（未設定）,304 : ヒハツ末（殺菌） ／  ／ 三国 ／ 三国,,12 ヵ月,,ヒハツ末,ﾋﾊﾂﾏﾂ,g（1）,,1％,可能,10kg,,,kg,10kg,,三国㈱,別紙規格,購買,三国㈱,0.3kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,"10,380",389,F0153,通常,ヒハツ抽出物,（未設定）,470 : ヒハツ抽出物 ／ 食品用 ／ サビンサコーポレーション ／ 三星製薬(株),,12 ヵ月,,ヒハツ抽出物,ﾋﾊﾂﾁﾕｳｼﾕﾂﾌﾞﾂ,g（1）,,1％,可能,1kg,,,kg,1kg,,㈱サビンサジャパンコーポレーション,食品メーカー規格,購買,三星製薬㈱,0.07kg,,
,2 枚,12 ヵ月,14 日,坐剤,使用期限,―,する,主薬,"2,850",39,A1120,通常,アセトアミノフェン,（未設定）,009 : アセトアミノフェンSS ／ 日局 ／ 山本化学工業 ／ 日本バルク薬品㈱,,12 ヵ月,劇物,アセトアミノフェンSS,ｱｾﾄｱﾐﾉﾌｴﾝｴｽｴｽ,g（1）,,1％,可能,10kg,旧山本化学工業:217MF10556,images\39.jpg,kg,10kg,,山本化学工業㈱,日局,購買,日本バルク薬品㈱,0.145kg,,
,2 枚,12 ヵ月,14 日,錠剤/液剤,使用期限,メーカー保証3年,する,主薬,"8,470",392,A1413,通常,ピリドキシン塩酸塩,（未設定）,306 : ピリドキシン塩酸塩　（＝ビタミンB6）　＜ＤＳＭ＞ ／ 日局 ／ ＤＳＭ㈱ ／ 金剛薬品㈱,,12 ヵ月,,ピリドキシン塩酸塩(塩酸ピリドキシン)(ドイツ),ﾋﾟﾘﾄﾞｷｼﾝｴﾝｻﾝｴﾝ.ｴﾝｻﾝﾋﾟﾘﾄﾞｷｼﾝ.,g（1）,【16-058】ピリドキシン塩酸塩(DSM)、製造所の移転。中国品,1％,可能,20kg,現行品:ドイツ,images\392.jpg,kg,20kg,,DSM,日局,購買,金剛薬品㈱,0.165kg,,
,2 枚,12 ヵ月,14 日,坐剤,使用期限,―,する,主薬,"32,500",394,A6306,通常,フェノバルビタールナトリウム,（未設定）,314 : フェノバルビタールナトリウム ／  ／ 八代製薬㈱ ／ 東方化成㈱,,12 ヵ月,,フェノバルビタールナトリウム(未粉砕品),ﾌｴﾉﾊﾞﾙﾋﾞﾀｰﾙﾅﾄﾘｳﾑ.ﾐﾌﾝｻｲﾋﾝ.,g（1）,,1％,可能,8kg,納期3ヶ月。土日またぎの発送は出来ない。火曜納品×。ダイトの締日の関係で21日納期×。現行品:227MF10203(旧製法品:218MF10254(承認書から削除済)※中国産の原料(フェノバルビタール)使用。製造所:Nantong社(南通市)国内在庫:Nantong社品(北大貿易にて備蓄)、精製品 (八代製薬にて備蓄),images\394.jpg,kg,8kg,,八代製薬㈱,別紙規格,購買,ダイト㈱,1kg,,
,2 枚,12 ヵ月,14 日,錠剤,表示なし,―,する,主薬,"1,435",395,C6301,通常,ブクリョウ末,（未設定）,315 : ブクリョウ末 ／ 日局 ／ 日本粉末薬品㈱ ／ 日本粉末薬品㈱,,12 ヵ月,,ブクリョウ末,ﾌﾞｸﾘﾖｳﾏﾂ,g（1）,,1％,可能,10kg,,images\395.jpg,kg,10kg,,日本粉末薬品㈱,日局,購買,日本粉末薬品㈱,0.055kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,その他,"50,000",397,A3118,通常,三二酸化鉄(黄),（未設定）,（未設定）,,12 ヵ月,,黄色三二酸化鉄,ｷｲﾛｻﾝﾆｻﾝｶﾃﾂ,g（1）,,1％,可能,1kg,ユンケルゾンネ,,kg,1kg,,癸巳化成㈱,薬添規,購買,日本バルク薬品㈱,0.05kg,,
,2 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,0,398,F0146,通常,豚肝臓酵素分解物,（未設定）,462 : 豚肝臓酵素分解物（レバーHi） ／ 食品用 ／ ILS ／ エルピス㈱,,12 ヵ月,エルピス支給,レバーHi(レバーペプチド),ﾚﾊﾞｰｴｲﾁｱｲ.ﾚﾊﾞｰﾍﾟﾌﾟﾁﾄﾞ.,g（1）,,1％,可能,5kg,豚肝臓酵素分解物,images\398.jpg,kg,5kg,,ILS㈱,食品メーカー規格,支給,エルピス㈱,0.074kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,215,399,A6303,通常,ブドウ糖,（未設定）,254 : 日食無水結晶ブドウ糖　♯300 ／ JAS規格 ／ 日本食品化工 ／ 興和㈱,,12 ヵ月,,無水結晶ぶどう糖 #300,ﾑｽｲｹﾂｼﾖｳﾌﾞﾄﾞｳﾄｳ ﾅﾝﾊﾞｰｻﾝﾋﾞﾔｸ,g（1）,,1％,可能,20kg,JAS規格。注文書の備考欄に「成績書に【pH】と【灰分】の記載をお願い致します。」,images\399.jpg,kg,20kg,,日本食品化工㈱,日局,購買,興和㈱化学素材部 機能材料課,0.23kg,,
,2 枚,12 ヵ月,14 日,坐剤,使用期限,―,する,主薬,"3,050",40,A1133,通常,アセトアミノフェン,（未設定）,618 : アセトアミノフェン（Micro Fine Powder） ／  ／ 綿半トレーディング㈱ ／ Granules,,12 ヵ月,劇物,アセトアミノフェン (Micro Fine Powder),ｱｾﾄｱﾐﾉﾌｴﾝ.ﾐｸﾛﾌｱｲﾝﾊﾟｳﾀﾞｰ.,g（1）,,1％,可能,25kg,読み方は、ミクロ ファイン パウダーとのこと。,images\40.jpg,kg,25kg,,Granules India,日局,購買,綿半トレーディング㈱,4.26kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"8,400",400,B6301,通常,フレーバーブースター №2400(P),（未設定）,322 : フレーバーブースター2400 ／  ／ 三栄源エフ・エフ・アイ㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,フレーバーブースター №2400(P),ﾌﾚｰﾊﾞｰﾌﾞｰｽﾀｰﾅﾝﾊﾞｰ 2400.P.,g（1）,,1％,可能,1kg,【比重】規格:0.891～0.921、規格中央値:0.906,images\400.jpg,kg,1kg,,三栄源エフ・エフ・アイ㈱,香料,購買,日本バルク薬品㈱,0.14kg,,
,2 枚,12 ヵ月,14 日,坐剤/軟膏,使用期限,メーカー保証3年,する,主薬,"204,000",402,A6312,通常,プレドニゾロン酢酸エステル,（未設定）,485 : プレドニゾロン酢酸エステル（Lihua） ／ 日局 ／ Henan Lihua Pharmaceutical ／ ATM㈱,,12 ヵ月,,プレドニゾロン酢酸エステル,ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝｻｸｻﾝｴｽﾃﾙ,g（1）,,1％,可能,1kg,2021年以降、2～3回だけ5kg包装品になる。製造所変更品(2021.5以降)原産国:中国,,kg,1kg,,Henan Lihua,日局,購買,ATM㈱,0.08kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,その他,"50,000",403,A3119,通常,三二酸化鉄(赤),（未設定）,（未設定）,,12 ヵ月,,三二酸化鉄,ｻﾝﾆｻﾝｶﾃﾂ,g（1）,,1％,可能,1kg,赤色ユンケルゾンネ,,kg,1kg,,癸巳化成㈱,薬添規,購買,日本バルク薬品㈱,0.05kg,,
,1 枚,12 ヵ月,14 日,液剤/軟膏/クリーム剤/外用液,表示なし,―,する,その他,500,405,A6308,通常,プロピレングリコール,（未設定）,325 : プロピレングリコール ／ 日局 ／ ㈱ＡＤＥＫＡ ／ 日本バルク薬品㈱,,12 ヵ月,,日本薬局方 プロピレングリコール,ﾆﾎﾝﾔﾂｷﾖｸﾎｳ ﾌﾟﾛﾋﾟﾚﾝｸﾞﾘｺｰﾙ,g（1）,,1％,可能,18kg,【比重】規格:1.035～1.040、実績平均値:1.038,images\405.jpg,kg,18kg,,㈱ADEKA,日局,購買,日本バルク薬品㈱,1.18kg,,
,1 枚,12 ヵ月,14 日,錠剤,リテスト,―,する,主薬,"14,080",407,A6404,補正対象,ヘスペリジン,（未設定）,450 : ヘスペリジン ／ 局外規 ／ アルプス薬品工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ヘスペリジン,ﾍｽﾍﾟﾘｼﾞﾝ,g（1）,,1％,可能,10kg,,images\407.jpg,kg,1kg,"乾燥減量**%, 含量**%",アルプス薬品工業㈱,局外規,購買,日本バルク薬品㈱,3.66kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,主薬,"3,500",408,C8102,通常,ヤクチ末-滅菌,（未設定）,（未設定）,,12 ヵ月,,ヤクチ末-滅菌品,ﾔｸﾁﾏﾂ ﾒﾂｷﾝﾋﾝ,g（1）,,1％,可能,10kg,ユンケルゾンネ,,kg,10kg,,㈱金井商店,別紙規格,購買,㈱金井商店,0.75kg,,
,2 枚,12 ヵ月,14 日,錠剤/液剤,使用期限,―,する,主薬,"2,200",41,A1134,通常,アセトアミノフェン,642 : アセトアミノフェン（Powder）液剤 ／  ／ 綿半トレーディング㈱ ／ Granules,621 : アセトアミノフェン（Powder）錠剤 ／  ／ 綿半トレーディング㈱ ／ Granules,,12 ヵ月,劇物,アセトアミノフェン(Powder),ｱｾﾄｱﾐﾉﾌｴﾝ. ﾊﾟｳﾀﾞｰ.,g（1）,,1％,可能,40kg,発注単位:640kg【22-251】原料コード41のアセトアミノフェン(綿半/Powderグレード)のインドのGranules社の製造設備追加(メーカーロット:APAPE(固定)+YYYY+MMMM+SSSS)Eがついたロットは変更品2023.12.21入荷,images\41.jpg,kg,40kg,,Granules India,日局,購買,綿半トレーディング㈱,4.58kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,,0,411,,通常,,（未設定）,（未設定）,,12 ヵ月,,デヒドロコール酸,ﾃﾞﾋﾄﾞﾛｺｰﾙｻﾝ,g（1）,,1％,可能,25kg,PCA →ICE(PCAはICEに買収され社名がICEに変わったが、製造所自体は変更ない。)製造所1の名称,ICE S.p.A製造所2の名称,蝶理北大阪原薬倉庫,,kg,25kg,,ICE社(蝶理㈱),,支給,佐藤製薬㈱,1kg
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,その他,"9,500",412,F0128,通常,ベルモットエッセンス W-8418,（未設定）,329 : ベルモットエッセンスW-8418 ／  ／ 高砂香料工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ベルモットエッセンス W-8418,ﾍﾞﾙﾓﾂﾄｴﾂｾﾝｽ ﾀﾞﾌﾞﾙﾊﾁﾖﾝｲﾁﾊﾁ,g（1）,,1％,可能,1kg,【比重】規格:0.920～0.940、規格中央値:0.930終売:在庫消尽後、代替品「ベルモットフレーバーMQ-43993」,images\412.jpg,kg,1kg,,高砂香料工業㈱,香料,購買,日本バルク薬品㈱,0.075kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,,0,413,,通常,,（未設定）,（未設定）,,12 ヵ月,,(仮)ローヤルゼリー末,ﾛｰﾔﾙｾﾞﾘｰﾏﾂ,g（1）,,1％,可能,0kg,,,kg,―,,アピ㈱,,支給,佐藤製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,軟膏,表示なし,―,する,その他,"10,200",414,A6403,通常,ベンジルアルコールI,（未設定）,330 : ベンジルアルコールI（局方） ／ 局方 ／ 高砂香料工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ベンジルアルコールI,ﾍﾞﾝｼﾞﾙｱﾙｺｰﾙｱｲ,g（1）,,1％,可能,1kg,,images\414.jpg,kg,1kg,,高砂香料工業㈱,日局,購買,日本バルク薬品㈱,0.76kg,,
,1 枚,12 ヵ月,14 日,液剤,リテスト,メーカー保証3年,する,主薬,"22,000",415,A6401,通常,ベンフォチアミン,（未設定）,331 : ベンフォチアミン ／ 局外規 ／ 金剛化学㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ベンフォチアミン,ﾍﾞﾝﾌｵﾁｱﾐﾝ,g（1）,,1％,可能,10kg,,,kg,10kg,,金剛化学㈱,局外規,購買,日本バルク薬品㈱,1.54kg,,
,2 枚,12 ヵ月,14 日,錠剤,表示なし,―,する,主薬,"1,585",416,C6501,通常,ボタンピ末,（未設定）,332 : ボタンピ末 ／ 日局 ／ 日本粉末薬品㈱ ／ 日本粉末薬品㈱,,12 ヵ月,,ボタンピ末,ﾎﾞﾀﾝﾋﾟﾏﾂ,g（1）,,1％,可能,10kg,,images\416.jpg,kg,10kg,,日本粉末薬品㈱,日局,購買,日本粉末薬品㈱,0.055kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,,する,主薬,0,417,F0186,通常,β-シクロデキストリン,（未設定）,（未設定）,,12 ヵ月,,CAVAMAX W7 food(β-シクロデキストリン),ｶﾊﾞﾏﾂｸｽ ﾀﾞﾌﾞﾙﾅﾅ ﾌｰﾄﾞ.ﾍﾞｰﾀｼｸﾛﾃﾞｷｽﾄﾘﾝ.,g（1）,,1％,可能,25kg,ジンカンカ,images\417.jpg,kg,25kg,,Wacker Chemie AG(㈱シクロケム),食品メーカー規格,支給,日本製薬工業㈱,0.312kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,―,する,その他,"1,980",419,A6510,通常,ポリオキシエチレン【105】ポリオキシプロピレン【5】グリコール,（未設定）,412 : PEP-101 ／ 薬添規 ／ 三洋化成工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,PEP-101,ﾋﾟｰｲｰﾋﾟｰｲﾁｾﾞﾛｲﾁ,g（1）,,1％,可能,15kg,ユンケルゾンネロイヤルα,images\419.jpg,kg,15kg,,三洋化成工業㈱,薬添規,購買,日本バルク薬品㈱,0.75kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"5,200",42,B1105,通常,アップルエッセンス#2851,（未設定）,426 : アップルエッセンス＃2851 ／  ／ 高田香料㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,アップルエッセンス #2851,ｱﾂﾌﾟﾙｴﾂｾﾝｽ ﾅﾝﾊﾞｰﾆﾊﾁｺﾞｲﾁ,g（1）,,1％,可能,1kg,【比重】規格:0.895～0.915、実績平均値:0.905,images\42.jpg,kg,1kg,,高田香料㈱,香料,購買,日本バルク薬品㈱,0.08kg,,
,5 枚,12 ヵ月,14 日,軟膏/注入軟膏/液剤,表示なし,―,する,その他,"2,741",421,A6501,通常,ポリオキシエチレン硬化ヒマシ油60,（未設定）,256 : ニッコールＨＣＯ-60(薬添規）医薬用 ／ 薬添規 ／ 日本サーファクタント工業㈱ ／ イワキ㈱,,12 ヵ月,,HCO-60(医薬用)(ポリオキシエチレン硬化ヒマシ油),ｴｲﾁｼｰｵｰﾛｸｼﾞﾕｳ. ｲﾔｸﾖｳ..ﾎﾟﾘｵｷｼｴﾁﾚﾝｺｳｶﾋﾏｼﾕ.,g（1）,,1％,可能,18kg,,images\421.jpg,kg,18kg,,日本サーファクタント工業㈱,薬添規,購買,スペラネクサス㈱,0.115kg,,
