工場,製品ID,パターン,製品名,販売先,原料CD,原料名,製造所,補正区分,配合量(kg),秤量区分,秤量場所,投入G番号,投入G名称,使用状況,備考
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.52,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,3.12,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,7.208,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.052,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),50,アラントイン,川研ファインケミカル㈱,通常,1,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,2,ラグエスA坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.1,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.676,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,9.37,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.0676,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3.9,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),50,アラントイン,川研ファインケミカル㈱,通常,1.3,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.13,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,3,ラグエスA坐剤,自社(量販),679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,4.056,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.676,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,9.37,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.0676,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3.9,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),50,アラントイン,川研ファインケミカル㈱,通常,1.3,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.13,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,291,4,ラグエスA坐剤,自社(量販),679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),通常,4.056,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.52,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,3.12,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,7.208,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.052,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),49,アラントイン(パーマケム・アジア),㈱パーマケム・アジア,通常,1,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,1,エバージエルV坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.1,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.52,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,3.12,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,7.208,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,27.5,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,27.5,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.052,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),50,アラントイン,川研ファインケミカル㈱,通常,1,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,2,エバージエルV坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.1,前添,ひかり工場,1,,使用終了,(使用終了)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.676,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,9.37,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,35.75,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,35.75,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.0676,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3.9,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),50,アラントイン,川研ファインケミカル㈱,通常,1.3,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.13,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,3,エバージエルV坐剤,自社(量販),679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,4.056,前添,ひかり工場,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.676,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,9.37,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.0676,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3.9,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),50,アラントイン,川研ファインケミカル㈱,通常,1.3,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.13,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,292,4,エバージエルV坐剤,自社(量販),679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),通常,4.056,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,293,1,ラグエスA軟膏,栄新薬,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,22.44,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,293,1,ラグエスA軟膏,栄新薬,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.01122,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,293,1,ラグエスA軟膏,栄新薬,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,293,1,ラグエスA軟膏,栄新薬,297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,7.002,前添,えき工場2F,1,,使用終了,(使用終了)旧版
